,ID,Gender,Car,Realty,Children,Salary,Income_Type,Education,Family_Status,House_Type,AGE,EXPERIENCE,Occupation_Type,Family_Size,Risk,ACCOUNT_DURATION
33653,5142836,1,1,0,0,225000.0,2,2,1,2,25.12,4.11,8,1.0,0,28
33654,5142837,1,1,0,0,225000.0,2,2,1,2,25.12,4.11,8,1.0,0,29
33655,5142838,1,1,0,0,225000.0,2,2,1,2,25.12,4.11,8,1.0,0,18
33656,5142839,1,0,0,0,180000.0,2,1,0,0,30.9,6.4,12,2.0,0,49
33657,5142840,1,0,0,0,180000.0,2,1,0,0,30.9,6.4,12,2.0,0,39
33658,5142841,1,0,0,0,180000.0,2,1,0,0,30.9,6.4,12,2.0,0,43
33659,5142842,1,0,0,0,180000.0,2,1,0,0,30.9,6.4,12,2.0,0,47
33660,5142843,1,0,0,0,180000.0,2,1,0,0,30.9,6.4,12,2.0,0,50
33661,5142845,1,0,0,0,180000.0,2,1,0,0,30.9,6.4,12,2.0,0,28
33662,5142849,0,0,0,0,135000.0,2,2,0,0,38.7,5.1,12,2.0,0,13
33663,5142852,0,0,0,0,135000.0,2,2,0,0,38.7,5.1,12,2.0,0,14
33664,5142853,0,0,0,0,135000.0,2,2,0,0,38.7,5.1,12,2.0,0,44
33666,5142859,0,0,0,0,135000.0,2,2,0,0,38.7,5.1,12,2.0,0,39
33667,5142860,0,0,0,0,135000.0,2,2,0,0,38.7,5.1,12,2.0,0,32
33668,5142861,0,0,0,0,135000.0,2,2,0,0,38.7,5.1,12,2.0,0,23
33670,5142863,0,1,0,4,202500.0,2,2,0,0,39.1,5.0,3,6.0,0,30
33671,5142864,0,1,0,4,202500.0,2,2,0,0,39.1,5.0,3,6.0,0,35
33672,5142865,0,1,0,4,202500.0,2,2,0,0,39.1,5.0,3,6.0,0,36
33674,5142867,0,1,0,4,202500.0,2,2,0,0,39.1,5.0,3,6.0,0,27
33675,5142868,1,1,0,0,135000.0,0,2,0,0,57.1,0.0,12,2.0,0,27
33676,5142869,1,1,0,0,135000.0,0,2,0,0,57.1,0.0,12,2.0,0,34
33677,5142870,0,1,0,0,58500.0,0,2,0,0,55.8,0.0,12,2.0,0,19
33678,5142871,0,1,0,0,58500.0,0,2,0,0,55.8,0.0,12,2.0,0,31
33679,5142872,0,1,0,0,58500.0,0,2,0,0,55.8,0.0,12,2.0,0,34
33680,5142873,0,1,0,0,58500.0,0,2,0,0,55.8,0.0,12,2.0,0,36
33681,5142874,0,1,0,0,58500.0,0,2,0,0,55.8,0.0,12,2.0,0,45
33682,5142875,0,1,0,0,58500.0,0,2,0,0,55.8,0.0,12,2.0,0,35
33683,5142876,0,1,0,0,58500.0,0,2,0,0,55.8,0.0,12,2.0,0,29
33684,5142877,0,1,0,0,58500.0,0,2,0,0,55.8,0.0,12,2.0,0,37
33686,5142880,0,1,0,0,247500.0,2,2,1,0,27.9,3.0,11,1.0,0,17
33687,5142881,0,1,0,0,247500.0,2,2,1,0,27.9,3.0,11,1.0,0,16
33688,5142882,0,0,0,0,198000.0,0,2,1,0,54.1,0.0,12,1.0,0,7
33689,5142883,0,0,0,0,198000.0,0,2,1,0,54.1,0.0,12,1.0,0,21
33690,5142884,0,0,0,0,198000.0,0,2,1,0,54.1,0.0,12,1.0,0,6
33691,5142885,0,0,0,0,81000.0,2,2,0,0,25.1,5.11,8,2.0,0,49
33692,5142886,0,0,0,0,81000.0,2,2,0,0,25.1,5.11,8,2.0,0,4
33694,5142888,0,0,0,0,81000.0,2,2,0,0,25.1,5.11,8,2.0,0,6
33695,5142889,0,0,0,0,81000.0,2,2,0,0,25.1,5.11,8,2.0,0,19
33696,5142890,0,0,0,0,247500.0,2,2,0,0,41.9,1.8,8,2.0,0,10
33697,5142891,0,0,0,0,247500.0,2,2,0,0,41.9,1.8,8,2.0,0,35
33698,5142892,0,0,0,0,247500.0,2,2,0,0,41.9,1.8,8,2.0,0,21
33699,5142893,0,0,0,0,247500.0,2,2,0,0,41.9,1.8,8,2.0,0,22
33700,5142894,0,0,0,0,247500.0,2,2,0,0,41.9,1.8,8,2.0,0,9
33701,5142895,0,0,0,0,247500.0,2,2,0,0,41.9,1.8,8,2.0,0,50
33702,5142896,0,0,0,0,247500.0,2,2,0,0,41.9,1.8,8,2.0,0,36
33703,5142897,0,0,0,0,247500.0,2,2,0,0,41.9,1.8,8,2.0,0,33
33704,5142898,0,0,0,0,112500.0,2,1,1,3,24.9,0.7,8,1.0,0,25
33705,5142899,0,0,0,0,112500.0,2,1,1,3,24.9,0.7,8,1.0,0,16
33706,5142900,0,0,0,0,112500.0,2,1,1,3,24.9,0.7,8,1.0,0,5
33707,5142901,0,0,0,0,72000.0,0,2,0,0,61.8,0.0,12,2.0,0,15
33708,5142902,0,0,0,0,72000.0,0,2,0,0,61.8,0.0,12,2.0,0,60
33709,5142903,0,0,0,0,72000.0,0,2,0,0,61.8,0.0,12,2.0,0,49
33710,5142904,0,0,0,0,72000.0,0,2,0,0,61.8,0.0,12,2.0,0,40
33711,5142905,0,0,0,0,72000.0,0,2,0,0,61.8,0.0,12,2.0,0,5
33714,5142908,0,0,0,1,292500.0,2,1,0,0,34.1,11.0,15,3.0,0,25
33715,5142909,0,0,0,1,292500.0,2,1,0,0,34.1,11.0,15,3.0,0,9
33718,5142912,0,0,0,1,292500.0,2,1,0,0,34.1,11.0,15,3.0,0,19
33719,5142913,0,0,0,1,292500.0,2,1,0,0,34.1,11.0,15,3.0,0,21
33720,5142914,0,0,0,1,292500.0,2,1,0,0,34.1,11.0,15,3.0,0,18
33721,5142915,0,0,0,1,292500.0,2,1,0,0,34.1,11.0,15,3.0,0,16
33724,5142918,0,0,0,1,292500.0,2,1,0,0,34.1,11.0,15,3.0,0,38
33730,5142924,0,0,0,1,292500.0,2,1,0,0,34.1,11.0,15,3.0,0,17
33731,5142925,0,0,0,1,292500.0,2,1,0,0,34.1,11.0,15,3.0,0,22
33733,5142927,0,0,0,1,292500.0,2,1,0,0,34.1,11.0,15,3.0,0,10
33734,5142928,0,1,0,0,56250.0,0,2,0,0,58.5,0.0,12,2.0,0,30
33735,5142929,0,1,0,0,56250.0,0,2,0,0,58.5,0.0,12,2.0,0,15
33736,5142930,0,1,0,0,56250.0,0,2,0,0,58.5,0.0,12,2.0,0,14
33737,5142931,0,1,0,0,56250.0,0,2,0,0,58.5,0.0,12,2.0,0,29
33738,5142932,0,1,0,0,56250.0,0,2,0,0,58.5,0.0,12,2.0,0,8
33739,5142933,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,12
33740,5142934,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,19
33741,5142935,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,5
33742,5142936,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,9
33743,5142937,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,8
33744,5142938,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,51
33745,5142939,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,10
33746,5142940,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,7
33747,5142941,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,11
33748,5142945,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,35
33749,5142946,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,54
33751,5142948,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,25
33754,5142951,0,0,0,0,49500.0,0,1,0,1,57.11,0.0,12,2.0,0,4
33755,5142952,1,0,0,1,202500.0,2,2,1,0,22.8,2.0,8,2.0,0,16
33756,5142953,1,0,0,1,202500.0,2,2,1,0,22.8,2.0,8,2.0,0,11
33758,5142955,0,0,0,0,85500.0,0,2,0,0,60.0,0.0,12,2.0,0,23
33760,5142957,1,1,0,1,225000.0,2,2,0,0,33.6,7.1,10,3.0,0,16
33764,5142961,1,1,0,1,225000.0,2,2,0,0,33.6,7.1,10,3.0,0,28
33765,5142962,1,1,0,1,225000.0,2,2,0,0,33.6,7.1,10,3.0,0,14
33766,5142963,1,0,0,1,180000.0,2,2,0,0,29.2,2.6,8,3.0,0,61
33767,5142966,1,0,0,1,180000.0,2,2,0,0,29.2,2.6,8,3.0,0,27
33768,5142968,1,0,0,1,180000.0,2,2,0,0,29.2,2.6,8,3.0,1,60
33769,5142969,1,0,0,1,180000.0,2,2,0,0,29.2,2.6,8,3.0,0,18
33770,5142971,1,0,0,1,180000.0,2,2,0,0,29.2,2.6,8,3.0,0,35
33771,5142974,1,0,0,1,180000.0,2,2,0,0,29.2,2.6,8,3.0,0,9
33772,5142975,0,0,0,0,67500.0,2,2,1,0,23.8,1.4,15,1.0,0,15
33773,5142976,0,0,0,0,67500.0,2,2,1,0,23.8,1.4,15,1.0,0,7
33775,5142978,1,0,0,0,261000.0,2,2,0,0,30.5,7.1,15,2.0,0,29
33776,5142979,1,0,0,0,261000.0,2,2,0,0,30.5,7.1,15,2.0,0,32
33777,5142983,1,0,0,0,261000.0,2,2,0,0,30.5,7.1,15,2.0,0,4
33778,5142984,0,0,0,1,135000.0,2,1,0,0,28.11,4.1,3,3.0,0,35
33780,5142987,0,0,0,1,135000.0,2,1,0,0,28.11,4.1,3,3.0,0,44
33781,5142988,0,0,0,1,135000.0,2,1,0,0,28.11,4.1,3,3.0,0,40
33782,5142989,0,0,0,1,135000.0,2,1,0,0,28.11,4.1,3,3.0,0,15
33783,5142991,1,1,0,0,76500.0,2,1,0,0,26.4,6.5,6,2.0,0,25
33784,5142993,0,1,0,0,180000.0,2,1,1,0,27.9,3.0,3,1.0,0,39
33785,5142994,0,1,0,0,180000.0,2,1,1,0,27.9,3.0,3,1.0,0,21
33786,5142995,0,1,0,0,180000.0,2,1,1,0,27.9,3.0,3,1.0,0,8
33787,5142996,0,1,0,0,180000.0,2,1,1,0,27.9,3.0,3,1.0,0,7
33788,5142997,1,1,0,1,166500.0,2,2,0,3,33.1,14.9,3,3.0,0,18
33789,5142998,1,1,0,1,166500.0,2,2,0,3,33.1,14.9,3,3.0,0,23
33790,5142999,1,1,0,1,166500.0,2,2,0,3,33.1,14.9,3,3.0,0,20
33791,5143000,1,1,0,1,166500.0,2,2,0,3,33.1,14.9,3,3.0,0,29
33792,5143003,1,1,0,1,99000.0,0,2,0,0,51.2,0.0,12,3.0,0,52
33793,5143004,1,1,0,1,99000.0,0,2,0,0,51.2,0.0,12,3.0,0,33
33794,5143005,1,1,0,1,99000.0,0,2,0,0,51.2,0.0,12,3.0,0,51
33795,5143006,1,1,0,1,99000.0,0,2,0,0,51.2,0.0,12,3.0,0,22
33796,5143007,1,1,0,1,99000.0,0,2,0,0,51.2,0.0,12,3.0,0,7
33798,5143009,1,1,0,1,99000.0,0,2,0,0,51.2,0.0,12,3.0,0,21
33799,5143011,1,1,0,1,99000.0,0,2,0,0,51.2,0.0,12,3.0,0,18
33800,5143013,1,1,0,1,99000.0,0,2,0,0,51.2,0.0,12,3.0,0,23
33801,5143014,1,1,0,1,99000.0,0,2,0,0,51.2,0.0,12,3.0,0,4
33802,5143015,1,0,0,0,180000.0,2,2,0,2,39.1,8.8,8,2.0,0,17
33803,5143016,1,0,0,0,180000.0,2,2,0,2,39.1,8.8,8,2.0,0,7
33804,5143017,1,0,0,0,180000.0,2,2,0,2,39.1,8.8,8,2.0,0,14
33805,5143018,1,0,0,0,270000.0,2,2,0,3,32.2,1.8,8,2.0,0,47
33807,5143020,1,0,0,0,270000.0,2,2,0,3,32.2,1.8,8,2.0,0,27
33810,5143024,1,0,0,0,270000.0,2,2,0,3,32.2,1.8,8,2.0,0,41
33811,5143025,1,0,0,0,270000.0,2,2,0,3,32.2,1.8,8,2.0,0,8
33812,5143027,1,1,0,0,225000.0,2,2,0,0,36.1,0.7,10,2.0,0,5
33813,5143028,1,1,0,0,225000.0,2,2,0,0,36.1,0.7,10,2.0,0,3
33814,5143029,1,1,0,0,225000.0,2,2,0,0,36.1,0.7,10,2.0,0,16
33815,5143030,1,1,0,0,225000.0,2,2,0,0,36.1,0.7,10,2.0,0,40
33816,5143031,1,1,0,0,225000.0,2,2,0,0,36.1,0.7,10,2.0,0,13
33817,5143032,1,1,0,0,225000.0,2,2,0,0,36.1,0.7,10,2.0,0,20
33818,5143033,1,0,0,0,225000.0,2,2,1,0,52.0,3.2,4,1.0,0,19
33819,5143034,1,0,0,1,270000.0,2,1,0,0,27.8,4.0,6,3.0,0,21
33820,5143035,1,0,0,1,270000.0,2,1,0,0,27.8,4.0,6,3.0,0,37
33823,5143039,1,0,0,1,270000.0,2,1,0,0,27.8,4.0,6,3.0,0,10
33824,5143040,0,0,0,0,135000.0,2,1,1,0,28.5,3.9,0,1.0,0,39
33825,5143041,0,0,0,0,135000.0,2,1,1,0,28.5,3.9,0,1.0,0,18
33827,5143043,0,0,0,0,135000.0,2,1,1,0,28.5,3.9,0,1.0,0,7
33828,5143045,1,1,0,2,360000.0,2,2,0,0,43.11,6.11,4,4.0,0,22
33829,5143046,1,1,0,2,360000.0,2,2,0,0,43.11,6.11,4,4.0,0,33
33830,5143047,1,1,0,2,360000.0,2,2,0,0,43.11,6.11,4,4.0,0,46
33832,5143049,1,1,0,2,360000.0,2,2,0,0,43.11,6.11,4,4.0,0,34
33833,5143050,1,1,0,2,360000.0,2,2,0,0,43.11,6.11,4,4.0,0,17
33834,5143051,1,0,0,0,180000.0,2,2,0,0,38.6,4.3,8,2.0,0,41
33835,5143052,1,0,0,0,180000.0,2,2,0,0,38.6,4.3,8,2.0,0,18
33836,5143053,1,0,0,0,180000.0,2,2,0,0,38.6,4.3,8,2.0,0,29
33838,5143055,1,0,0,0,180000.0,2,2,0,0,38.6,4.3,8,2.0,0,42
33839,5143056,1,0,0,0,180000.0,2,2,0,0,38.6,4.3,8,2.0,0,28
33840,5143057,1,0,0,0,180000.0,2,2,0,0,38.6,4.3,8,2.0,0,22
33841,5143058,0,0,0,0,135000.0,2,2,0,3,27.5,1.7,3,2.0,0,4
33842,5143059,0,0,0,0,135000.0,2,2,0,3,27.5,1.7,3,2.0,0,12
33844,5143061,0,0,0,0,135000.0,2,2,0,3,27.5,1.7,3,2.0,0,11
33845,5143062,0,0,0,0,135000.0,2,2,0,3,27.5,1.7,3,2.0,0,34
33846,5143063,0,0,0,0,135000.0,2,2,0,3,27.5,1.7,3,2.0,0,10
33847,5143064,0,1,0,1,157500.0,2,1,0,0,26.6,0.8,15,3.0,0,27
33848,5143065,0,1,0,1,157500.0,2,1,0,0,26.6,0.8,15,3.0,0,56
33849,5143066,0,1,0,1,157500.0,2,1,0,0,26.6,0.8,15,3.0,0,48
33852,5143069,0,1,0,1,157500.0,2,1,0,0,26.6,0.8,15,3.0,0,22
33853,5143070,0,1,0,1,157500.0,2,1,0,0,26.6,0.8,15,3.0,0,40
33854,5143071,0,1,0,1,157500.0,2,1,0,0,26.6,0.8,15,3.0,0,19
33855,5143072,0,1,0,1,157500.0,2,1,0,0,26.6,0.8,15,3.0,0,2
33856,5143073,0,1,0,1,157500.0,2,1,0,0,26.6,0.8,15,3.0,0,18
33857,5143074,0,1,0,1,157500.0,2,1,0,0,26.6,0.8,15,3.0,0,36
33858,5143075,0,1,0,1,157500.0,2,1,0,0,26.6,0.8,15,3.0,0,45
33859,5143076,1,0,0,0,90000.0,2,2,0,0,39.1,0.11,4,2.0,0,30
33860,5143077,1,0,0,0,90000.0,2,2,0,0,39.1,0.11,4,2.0,0,15
33862,5143079,0,1,0,0,225000.0,2,2,0,0,38.1,1.4,15,2.0,0,35
33863,5143080,0,1,0,0,225000.0,2,2,0,0,38.1,1.4,15,2.0,0,9
33867,5143086,0,0,0,0,135000.0,2,2,0,0,57.0,19.474999999999998,12,2.0,0,3
33868,5143088,0,0,0,0,135000.0,2,2,0,0,57.0,19.474999999999998,12,2.0,1,38
33871,5143091,0,0,0,0,225000.0,2,2,0,0,50.7,2.8,0,2.0,0,7
33872,5143092,1,1,0,0,180000.0,2,1,0,3,35.6,15.2,12,2.0,0,14
33877,5143099,1,1,0,0,180000.0,2,1,0,3,35.6,15.2,12,2.0,0,13
33878,5143100,0,0,0,2,47250.0,2,2,0,3,31.11,0.1,8,4.0,0,1
33879,5143101,0,0,0,0,112500.0,2,2,0,0,27.0,0.6,8,2.0,0,14
33880,5143102,0,0,0,0,112500.0,2,2,0,0,27.0,0.6,8,2.0,0,43
33881,5143103,1,0,0,1,135000.0,0,2,0,0,52.4,0.0,12,3.0,0,13
33882,5143105,1,1,0,0,135000.0,2,2,0,0,24.4,6.4,18,2.0,0,41
33883,5143106,1,1,0,0,135000.0,2,2,0,0,24.4,6.4,18,2.0,0,40
33884,5143107,1,1,0,0,135000.0,2,2,0,0,24.4,6.4,18,2.0,0,19
33885,5143108,1,1,0,0,135000.0,2,2,0,0,24.4,6.4,18,2.0,0,53
33886,5143109,1,1,0,0,135000.0,2,2,0,0,24.4,6.4,18,2.0,0,54
33887,5143110,1,1,0,0,135000.0,2,2,0,0,24.4,6.4,18,2.0,0,36
33888,5143111,1,1,0,0,135000.0,2,2,0,0,24.4,6.4,18,2.0,0,8
33889,5143113,0,0,0,0,202500.0,0,2,0,0,56.4,0.0,12,2.0,0,20
33890,5143114,0,0,0,0,202500.0,0,2,0,0,56.4,0.0,12,2.0,0,19
33891,5143115,0,0,0,0,202500.0,0,2,0,0,56.4,0.0,12,2.0,0,6
33893,5143117,0,0,0,0,202500.0,0,2,0,0,56.4,0.0,12,2.0,0,8
33894,5143118,0,0,0,2,112500.0,2,2,0,0,41.6,4.11,12,4.0,0,29
33895,5143119,0,0,0,2,112500.0,2,2,0,0,41.6,4.11,12,4.0,0,38
33896,5143120,0,0,0,2,112500.0,2,2,0,0,41.6,4.11,12,4.0,0,5
33898,5143122,0,0,0,2,112500.0,2,2,0,0,41.6,4.11,12,4.0,0,11
33899,5143123,0,1,0,0,112500.0,2,2,0,0,38.4,6.6,15,2.0,0,27
33900,5143124,0,1,0,0,112500.0,2,2,0,0,38.4,6.6,15,2.0,0,3
33901,5143125,0,1,0,0,112500.0,2,2,0,0,38.4,6.6,15,2.0,0,35
33903,5143127,0,1,0,0,112500.0,2,2,0,0,38.4,6.6,15,2.0,0,41
33904,5143128,0,1,0,0,112500.0,2,2,0,0,38.4,6.6,15,2.0,0,34
33905,5143129,1,0,0,0,135000.0,2,2,0,0,26.9,0.3,8,2.0,0,51
33906,5143132,0,0,0,0,135000.0,2,1,1,0,37.9,0.1,2,1.0,0,55
33907,5143135,0,0,0,0,135000.0,2,1,1,0,37.9,0.1,2,1.0,0,24
33908,5143136,0,0,0,0,180000.0,2,2,1,3,28.1,3.2,15,1.0,0,14
33909,5143137,1,0,0,0,112500.0,2,2,0,0,55.2,15.7,4,2.0,0,32
33910,5143138,1,0,0,0,112500.0,2,2,0,0,55.2,15.7,4,2.0,0,28
33912,5143140,1,0,0,0,112500.0,2,2,0,0,55.2,15.7,4,2.0,0,6
33913,5143141,1,0,0,0,112500.0,2,2,0,0,55.2,15.7,4,2.0,0,3
33914,5143144,1,1,0,0,360000.0,2,1,1,0,25.1,3.5,12,1.0,0,16
33915,5143145,1,1,0,0,360000.0,2,1,1,0,25.1,3.5,12,1.0,0,9
33918,5143148,1,1,0,0,360000.0,2,1,1,0,25.1,3.5,12,1.0,0,40
33920,5143152,0,0,0,0,90000.0,2,2,0,0,28.7,4.4,8,2.0,0,47
33921,5143153,0,0,0,0,90000.0,2,2,0,0,28.7,4.4,8,2.0,0,34
33922,5143154,0,0,0,0,90000.0,2,2,0,0,28.7,4.4,8,2.0,0,37
33923,5143155,0,0,0,0,90000.0,2,2,0,0,28.7,4.4,8,2.0,0,7
33924,5143156,0,1,0,0,380250.0,2,1,1,0,52.5,0.11,10,1.0,0,21
33926,5143158,0,1,0,0,380250.0,2,1,1,0,52.5,0.11,10,1.0,0,34
33927,5143159,0,1,0,0,380250.0,2,1,1,0,52.5,0.11,10,1.0,0,8
33928,5143160,0,1,0,0,380250.0,2,1,1,0,52.5,0.11,10,1.0,0,24
33930,5143162,0,1,0,0,380250.0,2,1,1,0,52.5,0.11,10,1.0,0,33
33931,5143163,0,0,0,2,180000.0,2,2,0,0,37.9,3.8,0,4.0,0,7
33932,5143164,0,0,0,2,180000.0,2,2,0,0,37.9,3.8,0,4.0,0,30
33933,5143165,0,0,0,2,180000.0,2,2,0,0,37.9,3.8,0,4.0,0,3
33935,5143167,1,1,0,0,225000.0,2,2,1,0,47.1,7.2,10,1.0,0,16
33936,5143168,1,1,0,0,225000.0,2,2,1,0,47.1,7.2,10,1.0,0,18
33938,5143172,1,1,0,0,225000.0,2,2,1,0,47.1,7.2,10,1.0,0,53
33939,5143173,1,1,0,0,225000.0,2,2,1,0,47.1,7.2,10,1.0,0,19
33940,5143174,1,1,0,0,225000.0,2,2,1,0,47.1,7.2,10,1.0,0,26
33941,5143175,1,1,0,0,225000.0,2,2,1,0,47.1,7.2,10,1.0,0,20
33944,5143179,1,1,0,0,225000.0,2,2,1,0,47.1,7.2,10,1.0,1,29
33945,5143180,1,1,0,0,225000.0,2,2,1,0,47.1,7.2,10,1.0,0,22
33947,5143182,1,1,0,0,225000.0,2,2,1,0,47.1,7.2,10,1.0,0,17
33948,5143183,1,1,0,0,225000.0,2,2,1,0,47.1,7.2,10,1.0,0,7
33949,5143184,0,0,1,1,157500.0,2,2,0,0,35.7,4.4,3,3.0,0,19
33950,5143185,0,0,1,1,157500.0,2,2,0,0,35.7,4.4,3,3.0,0,58
33951,5143187,0,0,1,1,157500.0,2,2,0,0,35.7,4.4,3,3.0,0,42
33952,5143188,0,0,1,1,157500.0,2,2,0,0,35.7,4.4,3,3.0,0,5
33953,5143189,0,0,1,1,157500.0,2,2,0,0,35.7,4.4,3,3.0,0,6
33954,5143190,1,1,0,0,202500.0,2,2,0,0,33.6,8.11,12,2.0,0,33
33955,5143191,1,1,0,0,202500.0,2,2,0,0,33.6,8.11,12,2.0,0,16
33956,5143194,1,1,0,0,202500.0,2,2,0,0,33.6,8.11,12,2.0,0,56
33957,5143199,1,1,0,0,202500.0,2,2,0,0,33.6,8.11,12,2.0,0,20
33959,5143201,1,1,0,0,202500.0,2,2,0,0,33.6,8.11,12,2.0,0,19
33960,5143202,1,1,0,0,202500.0,2,2,0,0,33.6,8.11,12,2.0,0,5
33961,5143203,0,0,1,1,157500.0,2,2,0,0,27.2,5.2,3,3.0,0,5
33962,5143204,1,0,1,1,180000.0,2,2,0,0,30.4,0.11,4,3.0,0,3
33963,5143206,0,0,1,1,166500.0,2,2,0,0,40.5,19.474999999999998,16,3.0,0,4
33964,5143207,0,0,1,1,166500.0,2,2,0,0,40.5,19.474999999999998,16,3.0,0,5
33966,5143210,0,1,1,2,157500.0,2,1,0,0,32.4,4.2,3,4.0,0,23
33967,5143211,0,1,1,2,157500.0,2,1,0,0,32.4,4.2,3,4.0,0,3
33969,5143213,0,1,1,2,157500.0,2,1,0,0,32.4,4.2,3,4.0,0,40
33970,5143214,0,1,1,2,157500.0,2,1,0,0,32.4,4.2,3,4.0,0,29
33971,5143215,0,0,1,1,247500.0,2,2,0,0,47.1,1.1,17,3.0,0,12
33972,5143216,0,0,1,1,247500.0,2,2,0,0,47.1,1.1,17,3.0,0,11
33974,5143219,0,0,1,0,67500.0,0,2,1,0,60.8,0.0,12,1.0,0,50
33977,5143223,0,0,1,0,67500.0,0,2,1,0,60.8,0.0,12,1.0,0,13
33978,5143224,0,0,1,0,67500.0,0,2,1,0,60.8,0.0,12,1.0,0,8
33985,5143231,0,1,1,1,380250.0,2,1,1,0,27.9,6.9,10,2.0,0,33
33986,5143232,0,1,1,1,380250.0,2,1,1,0,27.9,6.9,10,2.0,0,40
33987,5143233,0,1,1,1,380250.0,2,1,1,0,27.9,6.9,10,2.0,0,7
33991,5143237,0,1,1,1,380250.0,2,1,1,0,27.9,6.9,10,2.0,0,42
33993,5143239,1,1,1,0,180000.0,2,1,0,3,27.0,2.1,15,2.0,0,12
33994,5143240,1,1,1,0,180000.0,2,1,0,3,27.0,2.1,15,2.0,0,4
33995,5143242,0,0,0,0,135000.0,2,1,1,3,53.5,5.5,7,1.0,0,25
33998,5143245,0,0,0,0,135000.0,2,1,1,3,53.5,5.5,7,1.0,0,6
33999,5143246,0,0,0,0,135000.0,2,1,1,3,53.5,5.5,7,1.0,0,4
34000,5143247,0,0,0,2,108000.0,2,2,0,0,37.3,3.7,3,4.0,0,27
34001,5143248,0,0,0,2,108000.0,2,2,0,0,37.3,3.7,3,4.0,0,38
34004,5143251,0,0,0,2,108000.0,2,2,0,0,37.3,3.7,3,4.0,0,14
34005,5143252,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,34
34006,5143253,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,42
34008,5143255,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,11
34010,5143259,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,61
34011,5143260,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,54
34012,5143261,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,7
34013,5143262,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,14
34014,5143264,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,36
34015,5143265,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,9
34016,5143266,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,27
34017,5143267,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,33
34018,5143268,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,19
34019,5143269,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,17
34021,5143271,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,10
34022,5143272,0,0,1,0,157500.0,0,2,0,0,56.4,0.0,12,2.0,0,6
34023,5143273,0,0,1,0,135000.0,0,2,0,0,58.7,0.0,12,2.0,0,29
34024,5143274,1,1,1,0,380250.0,2,2,0,0,49.3,1.1,15,2.0,0,34
34025,5143275,1,1,1,0,380250.0,2,2,0,0,49.3,1.1,15,2.0,0,58
34027,5143278,1,1,1,0,380250.0,2,2,0,0,49.3,1.1,15,2.0,0,3
34031,5143282,1,1,1,0,380250.0,2,2,0,0,49.3,1.1,15,2.0,0,32
34032,5143283,0,0,1,0,135000.0,0,2,0,0,58.6,0.0,12,2.0,0,46
34034,5143285,0,0,1,0,135000.0,0,2,0,0,58.6,0.0,12,2.0,0,14
34035,5143287,0,0,1,0,135000.0,0,2,0,0,58.6,0.0,12,2.0,0,54
34036,5143292,0,0,1,0,135000.0,0,2,0,0,58.6,0.0,12,2.0,0,55
34037,5143295,0,0,1,0,135000.0,0,2,0,0,58.6,0.0,12,2.0,0,52
34038,5143296,0,0,1,0,135000.0,0,2,0,0,58.6,0.0,12,2.0,0,51
34039,5143297,0,0,1,0,135000.0,0,2,0,0,58.6,0.0,12,2.0,0,33
34040,5143298,0,0,1,0,135000.0,0,2,0,0,58.6,0.0,12,2.0,0,15
34041,5143300,0,0,1,0,247500.0,2,1,1,1,26.7,3.9,15,1.0,0,10
34042,5143303,0,0,1,0,380250.0,2,2,1,0,45.2,14.2,10,1.0,0,22
34043,5143304,0,0,1,0,380250.0,2,2,1,0,45.2,14.2,10,1.0,0,23
34044,5143305,0,0,1,0,380250.0,2,2,1,0,45.2,14.2,10,1.0,0,52
34045,5143306,0,0,1,0,380250.0,2,2,1,0,45.2,14.2,10,1.0,0,39
